ACCOUNT STATEMENT
Bank Name:,State Bank of India
Account Holder:,Vikram Reddy
PAN:,EFGVR7890E
Account Number:,XXXXX56789
IFSC Code:,SBIN000545
Branch:,Chennai
Statement Period:,01-Apr-2025 to 31-Mar-2026

Date,Description,Debit (Rs.),Credit (Rs.),Balance (Rs.),Category,Tag
05-Feb-2026,MOBILE RECHARGE - AIRTEL,546,,-307869,EXPENSE,
05-Mar-2026,NEFT - RENT PAYMENT - MAR 2026,32000,,-339869,RENT,HRA_RENT
05-May-2025,GROCERY - BIGBASKET / DMART,4899,,-344768,EXPENSE,
05-Sep-2025,NEFT - RENT PAYMENT - SEP 2025,32000,,-376768,RENT,HRA_RENT
06-Jan-2026,ATM CASH WITHDRAWAL,3601,,-380369,EXPENSE,
06-Jul-2025,ATM CASH WITHDRAWAL,4627,,-384996,EXPENSE,
07-Feb-2026,SIP DEBIT - AXIS ELSS FUND - FEB-2026,3333,,-388329,INVESTMENT,80C_ELSS
07-Mar-2026,SIP DEBIT - AXIS ELSS FUND - MAR-2026,3337,,-391666,INVESTMENT,80C_ELSS
08-Nov-2025,MOBILE RECHARGE - AIRTEL,423,,-392089,EXPENSE,
08-Sep-2025,UPI - ZOMATO / SWIGGY FOOD ORDER,1755,,-393844,EXPENSE,
09-Jan-2026,GROCERY - BIGBASKET / DMART,6163,,-400007,EXPENSE,
09-Oct-2025,MOBILE RECHARGE - AIRTEL,442,,-400449,EXPENSE,
10-Apr-2025,SIP DEBIT - AXIS ELSS FUND - APR-2025,3333,,-403782,INVESTMENT,80C_ELSS
10-Jan-2026,SIP DEBIT - AXIS ELSS FUND - JAN-2026,3333,,-407115,INVESTMENT,80C_ELSS
10-May-2025,PPF DEPOSIT - SBI PPF ACCOUNT,50000,,-457115,INVESTMENT,80C_PPF
10-May-2025,SIP DEBIT - AXIS ELSS FUND - MAY-2025,3333,,-460448,INVESTMENT,80C_ELSS
10-Nov-2025,UPI - ZOMATO / SWIGGY FOOD ORDER,1905,,-462353,EXPENSE,
10-Nov-2025,AMAZON SHOPPING,2152,,-464505,EXPENSE,
10-Oct-2025,SIP DEBIT - AXIS ELSS FUND - OCT-2025,3333,,-467838,INVESTMENT,80C_ELSS
11-Jul-2025,GROCERY - BIGBASKET / DMART,5744,,-473582,EXPENSE,
12-Apr-2025,GROCERY - BIGBASKET / DMART,5706,,-479288,EXPENSE,
12-Jul-2025,ELECTRICITY BILL PAYMENT - MSEB,1859,,-481147,EXPENSE,
12-Jun-2025,HEALTH INSURANCE PREMIUM - STAR HEALTH - PARENTS,45000,,-526147,INSURANCE,80D_PARENTS
15-Oct-2025,FUEL - HPCL PETROL PUMP,1689,,-527836,EXPENSE,
16-Jan-2026,UPI - ZOMATO / SWIGGY FOOD ORDER,1605,,-529441,EXPENSE,
16-Jan-2026,OTT SUBSCRIPTION - NETFLIX/PRIME,242,,-529683,EXPENSE,
17-Apr-2025,ELECTRICITY BILL PAYMENT - MSEB,1713,,-531396,EXPENSE,
17-Mar-2026,GROCERY - BIGBASKET / DMART,4314,,-535710,EXPENSE,
18-Aug-2025,AMAZON SHOPPING,2266,,-537976,EXPENSE,
18-Dec-2025,ELECTRICITY BILL PAYMENT - MSEB,2467,,-540443,EXPENSE,
18-Sep-2025,AMAZON SHOPPING,2172,,-542615,EXPENSE,
19-Apr-2025,LIC PREMIUM PAYMENT - POLICY AUTO DEBIT,60000,,-602615,INVESTMENT,80C_LIC
19-Apr-2025,MOBILE RECHARGE - AIRTEL,574,,-603189,EXPENSE,
19-Feb-2026,ATM CASH WITHDRAWAL,2872,,-606061,EXPENSE,
19-Sep-2025,ELECTRICITY BILL PAYMENT - MSEB,1632,,-607693,EXPENSE,
20-Jul-2025,MOBILE RECHARGE - AIRTEL,444,,-608137,EXPENSE,
20-Mar-2026,UPI - ZOMATO / SWIGGY FOOD ORDER,2205,,-610342,EXPENSE,
20-Mar-2026,AMAZON SHOPPING,2740,,-613082,EXPENSE,
21-Feb-2026,UPI - ZOMATO / SWIGGY FOOD ORDER,1342,,-614424,EXPENSE,
21-May-2025,ELECTRICITY BILL PAYMENT - MSEB,1902,,-616326,EXPENSE,
22-Apr-2025,FUEL - HPCL PETROL PUMP,1915,,-618241,EXPENSE,
23-Aug-2025,GROCERY - BIGBASKET / DMART,5645,,-623886,EXPENSE,
23-Aug-2025,ATM CASH WITHDRAWAL,3690,,-627576,EXPENSE,
24-Aug-2025,OTT SUBSCRIPTION - NETFLIX/PRIME,200,,-627776,EXPENSE,
24-May-2025,MOBILE RECHARGE - AIRTEL,483,,-628259,EXPENSE,
24-Oct-2025,AMAZON SHOPPING,1826,,-630085,EXPENSE,
25-Jun-2025,OTT SUBSCRIPTION - NETFLIX/PRIME,200,,-630285,EXPENSE,
25-Nov-2025,ELECTRICITY BILL PAYMENT - MSEB,2155,,-632440,EXPENSE,
26-Aug-2025,UPI - ZOMATO / SWIGGY FOOD ORDER,1863,,-634303,EXPENSE,
27-May-2025,AMAZON SHOPPING,2838,,-637141,EXPENSE,
27-Nov-2025,ATM CASH WITHDRAWAL,4951,,-642092,EXPENSE,
28-Apr-2025,SALARY CREDIT - LARSEN AND TOUBRO - APR 2025,,125000,-517092,SALARY,
28-Aug-2025,SALARY CREDIT - LARSEN AND TOUBRO - AUG 2025,,125000,-392092,SALARY,
28-Dec-2025,SALARY CREDIT - LARSEN AND TOUBRO - DEC 2025,,125000,-267092,SALARY,
28-Dec-2025,GROCERY - BIGBASKET / DMART,4065,,-271157,EXPENSE,
28-Feb-2026,SALARY CREDIT - LARSEN AND TOUBRO - FEB 2026,,125000,-146157,SALARY,
28-Jan-2026,SALARY CREDIT - LARSEN AND TOUBRO - JAN 2026,,125000,-21157,SALARY,
28-Jul-2025,SALARY CREDIT - LARSEN AND TOUBRO - JUL 2025,,125000,103843,SALARY,
28-Jun-2025,SALARY CREDIT - LARSEN AND TOUBRO - JUN 2025,,125000,228843,SALARY,
28-Jun-2025,AMAZON SHOPPING,1920,,226923,EXPENSE,
28-Mar-2026,SALARY CREDIT - LARSEN AND TOUBRO - MAR 2026,,125000,351923,SALARY,
28-May-2025,SALARY CREDIT - LARSEN AND TOUBRO - MAY 2025,,125000,476923,SALARY,
28-Nov-2025,SALARY CREDIT - LARSEN AND TOUBRO - NOV 2025,,125000,601923,SALARY,
28-Oct-2025,SALARY CREDIT - LARSEN AND TOUBRO - OCT 2025,,125000,726923,SALARY,
28-Sep-2025,SALARY CREDIT - LARSEN AND TOUBRO - SEP 2025,,125000,851923,SALARY,
29-Jun-2025,ATM CASH WITHDRAWAL,2716,,849207,EXPENSE,
30-Jun-2025,MOBILE RECHARGE - AIRTEL,436,,848771,EXPENSE,
30-Mar-2026,OTT SUBSCRIPTION - NETFLIX/PRIME,200,,848571,EXPENSE,
31-Dec-2025,AMAZON SHOPPING,1980,,846591,EXPENSE,
31-Oct-2025,ELECTRICITY BILL PAYMENT - MSEB,2178,,844413,EXPENSE,
