ACCOUNT STATEMENT
Bank Name:,State Bank of India
Account Holder:,Sneha Iyer
PAN:,DEFSI3456D
Account Number:,XXXXX46789
IFSC Code:,SBIN000445
Branch:,Delhi
Statement Period:,01-Apr-2025 to 31-Mar-2026

Date,Description,Debit (Rs.),Credit (Rs.),Balance (Rs.),Category,Tag
07-Feb-2026,FUEL - HPCL PETROL PUMP,1379,,-243635,EXPENSE,
07-Jun-2025,SIP DEBIT - AXIS ELSS FUND - JUN-2025,4166,,-247801,INVESTMENT,80C_ELSS
07-May-2025,SIP DEBIT - AXIS ELSS FUND - MAY-2025,4166,,-251967,INVESTMENT,80C_ELSS
07-May-2025,UPI - ZOMATO / SWIGGY FOOD ORDER,1224,,-253191,EXPENSE,
07-Nov-2025,SIP DEBIT - AXIS ELSS FUND - NOV-2025,4166,,-257357,INVESTMENT,80C_ELSS
08-Dec-2025,MOBILE RECHARGE - AIRTEL,344,,-257701,EXPENSE,
08-Jul-2025,AMAZON SHOPPING,1100,,-258801,EXPENSE,
08-Oct-2025,FUEL - HPCL PETROL PUMP,1138,,-259939,EXPENSE,
08-Sep-2025,ELECTRICITY BILL PAYMENT - MSEB,1484,,-261423,EXPENSE,
08-Sep-2025,ATM CASH WITHDRAWAL,3427,,-264850,EXPENSE,
09-Dec-2025,SIP DEBIT - AXIS ELSS FUND - DEC-2025,4166,,-269016,INVESTMENT,80C_ELSS
09-Feb-2026,OTT SUBSCRIPTION - NETFLIX/PRIME,200,,-269216,EXPENSE,
09-Jun-2025,PPF DEPOSIT - SBI PPF ACCOUNT,50000,,-319216,INVESTMENT,80C_PPF
10-Aug-2025,SIP DEBIT - AXIS ELSS FUND - AUG-2025,4166,,-323382,INVESTMENT,80C_ELSS
10-Jun-2025,HEALTH INSURANCE PREMIUM - STAR HEALTH - PARENTS,20000,,-343382,INSURANCE,80D_PARENTS
10-Sep-2025,SIP DEBIT - AXIS ELSS FUND - SEP-2025,4166,,-347548,INVESTMENT,80C_ELSS
11-Feb-2026,AMAZON SHOPPING,1909,,-349457,EXPENSE,
11-Oct-2025,GROCERY - BIGBASKET / DMART,3829,,-353286,EXPENSE,
12-Nov-2025,ATM CASH WITHDRAWAL,2953,,-356239,EXPENSE,
13-Jan-2026,ATM CASH WITHDRAWAL,3358,,-359597,EXPENSE,
13-Nov-2025,UPI - ZOMATO / SWIGGY FOOD ORDER,1765,,-361362,EXPENSE,
14-Feb-2026,GROCERY - BIGBASKET / DMART,3167,,-364529,EXPENSE,
15-Aug-2025,MOBILE RECHARGE - AIRTEL,481,,-365010,EXPENSE,
15-Feb-2026,MOBILE RECHARGE - AIRTEL,327,,-365337,EXPENSE,
15-Jul-2025,ATM CASH WITHDRAWAL,3391,,-368728,EXPENSE,
16-Dec-2025,OTT SUBSCRIPTION - NETFLIX/PRIME,200,,-368928,EXPENSE,
16-Jun-2025,MOBILE RECHARGE - AIRTEL,439,,-369367,EXPENSE,
16-Mar-2026,OTT SUBSCRIPTION - NETFLIX/PRIME,200,,-369567,EXPENSE,
16-May-2025,AMAZON SHOPPING,1489,,-371056,EXPENSE,
17-Apr-2025,AMAZON SHOPPING,1169,,-372225,EXPENSE,
17-May-2025,LIC PREMIUM PAYMENT - POLICY AUTO DEBIT,50000,,-422225,INVESTMENT,80C_LIC
17-Sep-2025,AMAZON SHOPPING,2531,,-424756,EXPENSE,
18-Dec-2025,ATM CASH WITHDRAWAL,3495,,-428251,EXPENSE,
18-Mar-2026,ATM CASH WITHDRAWAL,2038,,-430289,EXPENSE,
20-Apr-2025,UPI - ZOMATO / SWIGGY FOOD ORDER,1663,,-431952,EXPENSE,
21-Mar-2026,ELECTRICITY BILL PAYMENT - MSEB,1349,,-433301,EXPENSE,
22-Apr-2025,ATM CASH WITHDRAWAL,3471,,-436772,EXPENSE,
23-Jun-2025,AMAZON SHOPPING,2151,,-438923,EXPENSE,
23-Nov-2025,MOBILE RECHARGE - AIRTEL,416,,-439339,EXPENSE,
24-Aug-2025,OTT SUBSCRIPTION - NETFLIX/PRIME,200,,-439539,EXPENSE,
25-May-2025,ELECTRICITY BILL PAYMENT - MSEB,1611,,-441150,EXPENSE,
25-Nov-2025,AMAZON SHOPPING,1778,,-442928,EXPENSE,
26-Apr-2025,FUEL - HPCL PETROL PUMP,1511,,-444439,EXPENSE,
26-Apr-2025,MOBILE RECHARGE - AIRTEL,480,,-444919,EXPENSE,
26-Jul-2025,UPI - ZOMATO / SWIGGY FOOD ORDER,1456,,-446375,EXPENSE,
27-Aug-2025,ATM CASH WITHDRAWAL,3009,,-449384,EXPENSE,
27-Jan-2026,ELECTRICITY BILL PAYMENT - MSEB,1724,,-451108,EXPENSE,
28-Apr-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - APR 2025,,100000,-351108,SALARY,
28-Aug-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - AUG 2025,,100000,-251108,SALARY,
28-Dec-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - DEC 2025,,100000,-151108,SALARY,
28-Feb-2026,SALARY CREDIT - TATA CONSULTANCY SERVICES - FEB 2026,,100000,-51108,SALARY,
28-Jan-2026,SALARY CREDIT - TATA CONSULTANCY SERVICES - JAN 2026,,100000,48892,SALARY,
28-Jul-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - JUL 2025,,100000,148892,SALARY,
28-Jun-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - JUN 2025,,100000,248892,SALARY,
28-Mar-2026,SALARY CREDIT - TATA CONSULTANCY SERVICES - MAR 2026,,100000,348892,SALARY,
28-May-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - MAY 2025,,100000,448892,SALARY,
28-Nov-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - NOV 2025,,100000,548892,SALARY,
28-Oct-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - OCT 2025,,100000,648892,SALARY,
28-Sep-2025,SALARY CREDIT - TATA CONSULTANCY SERVICES - SEP 2025,,100000,748892,SALARY,
29-Aug-2025,FUEL - HPCL PETROL PUMP,1815,,747077,EXPENSE,
29-Dec-2025,AMAZON SHOPPING,2599,,744478,EXPENSE,
29-Nov-2025,GROCERY - BIGBASKET / DMART,3039,,741439,EXPENSE,
31-Jul-2025,GROCERY - BIGBASKET / DMART,3351,,738088,EXPENSE,
31-Mar-2026,MOBILE RECHARGE - AIRTEL,310,,737778,EXPENSE,
